"GEOID","race","agecat","sex","acs.pop"
"25025140300","total","Age20-24","Male",1635
"25025140300","total","Age25-29","Female",1239
"25025140300","total","Age25-29","Male",1737
"25025140300","total","Age30-34","Female",1303
"25025140300","total","Age30-34","Male",810
"25025140300","total","Age35-44","Female",2627
"25025140300","total","Age35-44","Male",1909
"25025140300","total","Age45-54","Female",2140
"25025140300","total","Age45-54","Male",1923
"25025140300","total","Age5-9","Female",1724
"25025140300","total","Age5-9","Male",678
"25025140300","total","Age55-64","Female",2450
"25025140300","total","Age55-64","Male",2163
"25025140300","total","Age65-74","Female",1278
"25025140300","total","Age65-74","Male",1810
"25025140300","total","Age75-84","Female",1208
"25025140300","total","Age75-84","Male",400
"25025140300","total","Age85+","Female",748
"25025140300","total","Age85+","Male",287
"25025140400","total","Age0-4","Female",1092
"25025140400","total","Age0-4","Male",1626
"25025140400","total","Age10-14","Female",1417
"25025140400","total","Age10-14","Male",1328
"25025140400","total","Age15-19","Female",861
"25025140400","total","Age15-19","Male",1024
"25025140400","total","Age20-24","Female",1417
"25025140400","total","Age20-24","Male",1744
"25025140400","total","Age25-29","Female",1973
"25025140400","total","Age25-29","Male",1357
"25025140400","total","Age30-34","Female",929
"25025140400","total","Age30-34","Male",1936
"25025140400","total","Age35-44","Female",3063
"25025140400","total","Age35-44","Male",1907
"25025140400","total","Age45-54","Female",3650
"25025140400","total","Age45-54","Male",2217
"25025140400","total","Age5-9","Female",1516
"25025140400","total","Age5-9","Male",1487
"25025140400","total","Age55-64","Female",3055
"25025140400","total","Age55-64","Male",3756
"25025140400","total","Age65-74","Female",2603
"25025140400","total","Age65-74","Male",1770
"25025140400","total","Age75-84","Female",962
"25025140400","total","Age75-84","Male",853
"25025140400","total","Age85+","Female",328
"25025140400","total","Age85+","Male",235
"25025160101","total","Age0-4","Female",2525
"25025160101","total","Age0-4","Male",2684
"25025160101","total","Age10-14","Female",1516
"25025160101","total","Age10-14","Male",2215
"25025160101","total","Age15-19","Female",2015
"25025160101","total","Age15-19","Male",2000
"25025160101","total","Age20-24","Female",1651
"25025160101","total","Age20-24","Male",1298
"25025160101","total","Age25-29","Female",1978
"25025160101","total","Age25-29","Male",1506
"25025160101","total","Age30-34","Female",2093
"25025160101","total","Age30-34","Male",3051
"25025160101","total","Age35-44","Female",3374
"25025160101","total","Age35-44","Male",4027
"25025160101","total","Age45-54","Female",2215
"25025160101","total","Age45-54","Male",3014
"25025160101","total","Age5-9","Female",1516
"25025160101","total","Age5-9","Male",1184
"25025160101","total","Age55-64","Female",1681
"25025160101","total","Age55-64","Male",1411
"25025160101","total","Age65-74","Female",912
"25025160101","total","Age65-74","Male",517
"25025160101","total","Age75-84","Female",427
"25025160101","total","Age75-84","Male",218
"25025160101","total","Age85+","Female",390
"25025160101","total","Age85+","Male",212
"25025160200","total","Age0-4","Female",1475
"25025160200","total","Age0-4","Male",1173
"25025160200","total","Age10-14","Female",694
"25025160200","total","Age10-14","Male",741
"25025160200","total","Age15-19","Female",536
"25025160200","total","Age15-19","Male",579
"25025160200","total","Age20-24","Female",657
"25025160200","total","Age20-24","Male",871
"25025160200","total","Age25-29","Female",866
"25025160200","total","Age25-29","Male",1752
"25025160200","total","Age30-34","Female",834
"25025160200","total","Age30-34","Male",760
"25025160200","total","Age35-44","Female",1895
"25025160200","total","Age35-44","Male",2526
"25025160200","total","Age45-54","Female",826
"25025160200","total","Age45-54","Male",1587
"25025160200","total","Age5-9","Female",1069
"25025160200","total","Age5-9","Male",429
"25025160200","total","Age55-64","Female",261
"25025160200","total","Age55-64","Male",694
"25025160200","total","Age65-74","Female",252
"25025160200","total","Age65-74","Male",84
"25025160200","total","Age75-84","Female",259
"25025160200","total","Age75-84","Male",151
"25025160200","total","Age85+","Female",205
"25025160200","total","Age85+","Male",74
"25025160300","total","Age0-4","Female",390
"25025160300","total","Age0-4","Male",244
"25025160300","total","Age10-14","Female",103
"25025160300","total","Age10-14","Male",181
"25025160300","total","Age15-19","Female",58
"25025160300","total","Age15-19","Male",93
"25025160300","total","Age20-24","Female",346
"25025160300","total","Age20-24","Male",211
"25025160300","total","Age25-29","Female",866
"25025160300","total","Age25-29","Male",855
"25025160300","total","Age30-34","Female",491
"25025160300","total","Age30-34","Male",801
"25025160300","total","Age35-44","Female",778
"25025160300","total","Age35-44","Male",649
"25025160300","total","Age45-54","Female",424
"25025160300","total","Age45-54","Male",779
"25025160300","total","Age5-9","Female",218
"25025160300","total","Age5-9","Male",400
"25025160300","total","Age55-64","Female",1014
"25025160300","total","Age55-64","Male",583
"25025160300","total","Age65-74","Female",994
"25025160300","total","Age65-74","Male",582
"25025160300","total","Age75-84","Female",395
"25025160300","total","Age75-84","Male",394
"25025160300","total","Age85+","Female",384
"25025160300","total","Age85+","Male",63
"25025160400","total","Age0-4","Female",443
"25025160400","total","Age0-4","Male",631
"25025160400","total","Age10-14","Female",276
"25025160400","total","Age10-14","Male",366
"25025160400","total","Age15-19","Female",267
"25025160400","total","Age15-19","Male",572
"25025160400","total","Age20-24","Female",640
"25025160400","total","Age20-24","Male",611
"25025160400","total","Age25-29","Female",789
"25025160400","total","Age25-29","Male",819
"25025160400","total","Age30-34","Female",707
"25025160400","total","Age30-34","Male",976
"25025160400","total","Age35-44","Female",1422
"25025160400","total","Age35-44","Male",1700
"25025160400","total","Age45-54","Female",886
"25025160400","total","Age45-54","Male",1052
"25025160400","total","Age5-9","Female",335
"25025160400","total","Age5-9","Male",595
"25025160400","total","Age55-64","Female",556
"25025160400","total","Age55-64","Male",728
"25025160400","total","Age65-74","Female",358
"25025160400","total","Age65-74","Male",312
"25025160400","total","Age75-84","Female",130
"25025160400","total","Age75-84","Male",140
"25025160400","total","Age85+","Female",53
"25025160400","total","Age85+","Male",100
"25025160501","total","Age0-4","Female",829
"25025160501","total","Age0-4","Male",939
"25025160501","total","Age10-14","Female",426
"25025160501","total","Age10-14","Male",981
"25025160501","total","Age15-19","Female",1039
"25025160501","total","Age15-19","Male",823
"25025160501","total","Age20-24","Female",947
"25025160501","total","Age20-24","Male",1091
"25025160501","total","Age25-29","Female",1288
"25025160501","total","Age25-29","Male",1178
"25025160501","total","Age30-34","Female",859
"25025160501","total","Age30-34","Male",1108
"25025160501","total","Age35-44","Female",1906
"25025160501","total","Age35-44","Male",2784
"25025160501","total","Age45-54","Female",2205
"25025160501","total","Age45-54","Male",1796
"25025160501","total","Age5-9","Female",1023
"25025160501","total","Age5-9","Male",814
"25025160501","total","Age55-64","Female",1175
"25025160501","total","Age55-64","Male",836
"25025160501","total","Age65-74","Female",953
"25025160501","total","Age65-74","Male",459
"25025160501","total","Age75-84","Female",499
"25025160501","total","Age75-84","Male",171
"25025160501","total","Age85+","Female",91
"25025160501","total","Age85+","Male",74
"25025160502","total","Age0-4","Female",923
"25025160502","total","Age0-4","Male",1353
"25025160502","total","Age10-14","Female",709
"25025160502","total","Age10-14","Male",977
"25025160502","total","Age15-19","Female",489
"25025160502","total","Age15-19","Male",544
"25025160502","total","Age20-24","Female",556
"25025160502","total","Age20-24","Male",388
"25025160502","total","Age25-29","Female",1634
"25025160502","total","Age25-29","Male",1343
"25025160502","total","Age30-34","Female",1063
"25025160502","total","Age30-34","Male",1101
"25025160502","total","Age35-44","Female",2172
"25025160502","total","Age35-44","Male",1970
"25025160502","total","Age45-54","Female",910
"25025160502","total","Age45-54","Male",1729
"25025160502","total","Age5-9","Female",1050
"25025160502","total","Age5-9","Male",1037
"25025160502","total","Age55-64","Female",1163
"25025160502","total","Age55-64","Male",839
"25025160502","total","Age65-74","Female",552
"25025160502","total","Age65-74","Male",559
"25025160502","total","Age75-84","Female",368
"25025160502","total","Age75-84","Male",392
"25025160502","total","Age85+","Female",112
"25025160502","total","Age85+","Male",27
"25025160601","total","Age0-4","Female",1251
"25025160601","total","Age0-4","Male",1171
"25025160601","total","Age10-14","Female",421
"25025160601","total","Age10-14","Male",648
"25025160601","total","Age15-19","Female",321
"25025160601","total","Age15-19","Male",341
"25025160601","total","Age20-24","Female",534
"25025160601","total","Age20-24","Male",928
"25025160601","total","Age25-29","Female",1356
"25025160601","total","Age25-29","Male",455
"25025160601","total","Age30-34","Female",1123
"25025160601","total","Age30-34","Male",1377
"25025160601","total","Age35-44","Female",1705
"25025160601","total","Age35-44","Male",2082
"25025160601","total","Age45-54","Female",936
"25025160601","total","Age45-54","Male",1916
"25025160601","total","Age5-9","Female",727
"25025160601","total","Age5-9","Male",855
"25025160601","total","Age55-64","Female",1067
"25025160601","total","Age55-64","Male",1381
"25025160601","total","Age65-74","Female",711
"25025160601","total","Age65-74","Male",711
"25025160601","total","Age75-84","Female",409
"25025160601","total","Age75-84","Male",377
"25025160601","total","Age85+","Female",449
"25025160601","total","Age85+","Male",312
"25025160602","total","Age0-4","Female",1033
"25025160602","total","Age0-4","Male",624
"25025160602","total","Age10-14","Female",1379
"25025160602","total","Age10-14","Male",977
"25025160602","total","Age15-19","Female",416
"25025160602","total","Age15-19","Male",756
"25025160602","total","Age20-24","Female",1225
"25025160602","total","Age20-24","Male",977
"25025160602","total","Age25-29","Female",1203
"25025160602","total","Age25-29","Male",1126
"25025160602","total","Age30-34","Female",1360
"25025160602","total","Age30-34","Male",782
"25025160602","total","Age35-44","Female",1931
"25025160602","total","Age35-44","Male",2149
"25025160602","total","Age45-54","Female",2011
"25025160602","total","Age45-54","Male",1882
"25025160602","total","Age5-9","Female",780
"25025160602","total","Age5-9","Male",994
"25025160602","total","Age55-64","Female",1080
"25025160602","total","Age55-64","Male",959
"25025160602","total","Age65-74","Female",1112
"25025160602","total","Age65-74","Male",703
"25025160602","total","Age75-84","Female",497
"25025160602","total","Age75-84","Male",406
"25025160602","total","Age85+","Female",76
"25025160602","total","Age85+","Male",45
"25025980101","total","Age0-4","Female",0
"25025980101","total","Age0-4","Male",0
"25025980101","total","Age10-14","Female",0
"25025980101","total","Age10-14","Male",0
"25025980101","total","Age15-19","Female",5
"25025980101","total","Age15-19","Male",6
"25025980101","total","Age20-24","Female",115
"25025980101","total","Age20-24","Male",11
"25025980101","total","Age25-29","Female",38
"25025980101","total","Age25-29","Male",101
"25025980101","total","Age30-34","Female",12
"25025980101","total","Age30-34","Male",90
"25025980101","total","Age35-44","Female",245
"25025980101","total","Age35-44","Male",236
"25025980101","total","Age45-54","Female",18
"25025980101","total","Age45-54","Male",485
"25025980101","total","Age5-9","Female",0
"25025980101","total","Age5-9","Male",0
"25025980101","total","Age55-64","Female",43
"25025980101","total","Age55-64","Male",309
"25025980101","total","Age65-74","Female",0
"25025980101","total","Age65-74","Male",75
"25025980101","total","Age75-84","Female",63
"25025980101","total","Age75-84","Male",0
"25025980101","total","Age85+","Female",0
